shape,price,carat,color,clarity,type,cut
Oval,320,0.31,E,VS1,lab,0
Round,1960,1.07,I,VS1,lab,0
Princess,3880,1.72,G,SI1,lab,0
Round,1060,0.4,E,SI1,natural,0
Heart,6980,2.28,G,VS2,lab,1
Emerald,510,0.51,H,VS2,lab,0
Princess,4870,1.05,G,VS2,natural,0
Round,420,0.35,E,VVS2,lab,0
Pear,590,0.59,H,VS2,lab,0
Round,1490,0.4,D,VS1,natural,0
Round,960,0.3,D,VVS1,natural,0
Round,3760,1.09,E,VVS1,lab,0
Round,1770,0.4,D,IF,natural,0
Princess,1130,0.51,D,VS2,natural,1
Oval,17350,3.08,E,VS1,lab,1
Oval,1190,0.76,D,SI1,lab,1
Round,1010,0.42,E,VS2,natural,1
Pear,310,0.32,F,SI1,lab,0
Oval,500,0.48,D,VS2,lab,0
Round,2080,1.36,H,SI2,lab,0
Round,630,0.3,H,SI1,natural,0
Round,1060,0.71,E,VS2,lab,0
Round,800,0.41,J,SI2,natural,0
Round,4090,1.0,E,SI2,natural,0
Round,1210,0.41,E,VVS2,natural,0
Round,9150,1.51,I,VVS1,natural,0
Emerald,1020,0.51,J,VVS2,natural,0
Round,1460,0.51,I,SI1,natural,0
Round,940,0.37,F,VS2,natural,0
Emerald,1840,0.56,F,IF,natural,0
Round,710,0.3,D,SI2,natural,0
Princess,4760,1.52,F,VVS2,lab,0
Round,10350,1.0,D,VS1,natural,0
Cushion,1050,1.0,J,SI1,lab,0
Oval,4860,1.2,J,VS2,natural,0
Round,2980,0.7,F,VS2,natural,0
Round,1320,0.41,F,VS1,natural,0
Cushion,18070,2.35,E,VS1,lab,0
Round,2340,1.3,I,VVS2,lab,0
Round,5540,1.0,G,SI1,natural,0
Round,3140,0.8,H,SI1,natural,0
Round,4210,1.5,G,VS2,lab,0
Emerald,1470,0.92,E,SI1,lab,0
Cushion,37840,4.04,F,VS2,lab,0
Cushion,1420,0.85,E,VS1,lab,1
Round,2680,1.2,F,VS1,lab,0
Round,1430,0.5,I,VS2,natural,1
Round,6690,1.0,G,SI1,natural,0
Princess,10230,1.5,G,VS1,natural,0
Pear,15380,2.51,F,SI2,natural,0
Round,610,0.26,E,VS1,natural,0
Radiant,8040,1.2,E,VVS1,natural,1
Round,11040,2.2,F,VVS2,lab,0
Oval,5040,2.01,I,VS2,lab,0
Cushion,12100,3.01,H,SI2,lab,0
Round,5280,2.19,I,VS1,lab,0
Round,15340,1.2,D,IF,natural,0
Oval,2330,0.71,E,SI1,natural,0
Emerald,780,0.33,E,VS2,natural,0
Round,540,0.5,F,SI2,lab,0
Round,12180,2.8,G,VS2,lab,0
Round,3610,1.0,F,SI2,natural,1
Oval,310,0.31,E,SI1,lab,0
Heart,3680,1.61,H,VS2,lab,0
Round,1150,0.4,D,VVS1,natural,1
Princess,13700,2.01,F,SI1,natural,0
Round,2800,0.8,D,SI1,natural,1
Round,830,0.3,E,VS1,natural,0
Round,860,0.3,D,VVS1,natural,1
Round,1010,0.3,D,VS2,natural,0
Round,1710,1.01,J,VVS2,lab,0
Round,760,0.3,D,VVS2,natural,0
Radiant,17100,3.02,E,VS1,lab,0
Oval,860,0.56,E,VVS1,lab,1
Round,790,0.3,D,SI1,natural,0
Round,890,0.31,D,VS2,natural,0
Round,7460,1.0,H,VS1,natural,0
Round,2500,0.53,F,VS1,natural,0
Round,720,0.3,F,VS1,natural,0
Marquise,530,0.53,H,SI1,lab,1
Pear,560,0.3,E,VS1,natural,1
Oval,490,0.5,H,SI1,lab,0
Round,370,0.31,D,VS1,lab,0
Round,1090,0.34,D,VS1,natural,0
Round,6760,2.0,G,VS2,lab,0
Round,850,0.35,D,VS2,natural,0
Round,1080,0.34,D,VVS2,natural,0
Oval,9950,2.25,E,VVS2,lab,0
Round,2000,0.5,G,VVS1,natural,0
Round,2040,1.02,G,VS1,lab,0
Round,4360,0.95,I,SI1,natural,0
Round,4340,0.8,G,VS2,natural,0
Round,1580,1.2,J,VS2,lab,0
Round,670,0.27,I,VVS1,natural,0
Round,530,0.4,E,VVS2,lab,1
Round,560,0.4,J,SI2,natural,0
Cushion,370,0.38,H,VS1,lab,1
Round,1870,1.18,I,VS1,lab,0
Round,65660,2.6,E,VVS1,natural,0
Round,440,0.38,E,VS1,lab,0
Round,2080,1.04,G,VS1,lab,0
Round,910,0.31,D,VS2,natural,0
Round,2450,0.55,E,VS2,natural,0
Princess,660,0.36,D,SI1,natural,1
Oval,320,0.3,D,VS1,lab,1
Round,3690,0.82,H,VS2,natural,0
Round,1090,0.54,D,VVS1,lab,1
Round,2120,0.5,G,VS1,natural,0
Pear,1750,1.02,H,VS1,lab,0
Round,700,0.3,E,SI1,natural,1
Oval,1050,0.7,F,VS2,lab,0
Round,3280,1.5,F,SI1,lab,0
Round,2080,0.51,G,VS2,natural,0
Princess,6860,2.0,G,VVS2,lab,0
Princess,6400,1.51,D,VVS2,lab,0
Round,2620,0.51,D,VVS1,natural,0
Oval,620,0.57,F,SI1,lab,1
Round,4590,2.0,I,SI1,lab,0
Emerald,1490,0.5,D,VS1,natural,0
Round,360,0.34,H,VS2,lab,0
Round,52410,3.22,G,VS2,natural,0
Cushion,1940,0.71,F,SI1,natural,0
Round,2400,0.53,H,VVS1,natural,0
Round,780,0.3,G,VS2,natural,1
Round,5730,1.0,D,SI2,natural,0
Round,1650,1.16,J,SI2,lab,0
Round,620,0.26,F,VS1,natural,0
Round,680,0.3,F,SI1,natural,0
Princess,820,0.41,F,VS1,natural,0
Princess,4440,1.01,H,VS2,natural,0
Emerald,8480,2.13,G,VS1,lab,0
Pear,550,0.52,H,VS1,lab,0
Round,660,0.4,J,VS1,natural,1
Round,3200,0.6,D,VVS2,natural,0
Oval,7420,2.33,G,VS2,lab,0
Round,980,0.79,E,SI2,lab,0
Oval,2650,0.7,G,VVS2,natural,0
Pear,5970,1.75,E,VS1,lab,1
Emerald,5930,1.5,G,SI2,natural,0
Pear,330,0.36,I,SI1,lab,1
Round,5100,1.0,I,VS2,natural,0
Round,1640,1.17,I,SI1,lab,0
Cushion,1110,0.51,G,VS2,natural,0
Round,1090,0.3,D,VVS1,natural,0
Round,2710,0.7,F,VVS2,natural,1
Round,770,0.52,E,VS1,lab,0
Round,1880,1.2,I,VS1,lab,0
Pear,8640,1.23,F,IF,natural,0
Princess,3630,0.91,G,VS1,natural,0
Oval,2820,0.72,D,SI1,natural,0
Round,2300,1.09,G,VS1,lab,0
Round,3720,2.07,J,VS2,lab,0
Round,3160,1.0,I,SI1,lab,0
Round,850,0.8,J,VS1,lab,0
Oval,2970,0.8,E,SI1,natural,0
Round,940,0.33,E,VS2,natural,0
Round,1300,0.7,E,VVS2,lab,0
Oval,970,0.73,H,SI1,lab,1
Round,1930,1.05,I,VS1,lab,0
Round,3570,0.8,H,VS1,natural,0
Round,4510,1.0,G,SI2,natural,0
Round,2000,1.03,F,VS2,lab,0
Emerald,2510,0.9,F,SI1,natural,0
Round,1600,1.0,I,SI1,lab,1
Oval,9780,1.51,E,SI2,natural,0
Emerald,580,0.31,H,VVS1,natural,0
Oval,3160,1.7,I,SI2,lab,0
Round,900,0.31,F,VS2,natural,0
Heart,680,0.3,E,VVS2,natural,1
Round,1070,0.3,E,VVS1,natural,0
Round,1000,0.3,D,VVS2,natural,0
Princess,550,0.32,E,SI1,natural,0
Round,11160,1.71,J,IF,natural,0
Round,3930,2.0,J,VS1,lab,0
Round,2400,0.82,E,SI2,natural,1
Round,1080,0.3,E,VVS1,natural,0
Round,9780,2.5,G,VS1,lab,0
Oval,1460,0.46,F,VVS1,natural,1
Round,3880,0.93,E,SI2,natural,1
Round,2660,1.37,F,SI1,lab,0
Round,1400,0.36,D,VVS1,natural,0
Round,2110,0.61,F,SI1,natural,0
Round,930,0.74,E,SI2,lab,0
Round,850,0.3,D,VVS2,natural,0
Round,870,0.53,D,VS1,lab,0
Round,7730,1.51,H,SI2,natural,0
Oval,3440,0.8,D,SI1,natural,0
Round,1620,1.11,J,SI1,lab,0
Round,2290,1.12,H,VS2,lab,0
Round,790,0.3,D,SI1,natural,0
Round,1020,0.7,H,VS2,lab,0
Round,1630,1.04,I,VS1,lab,0
Round,8790,1.2,F,VVS2,natural,0
Round,730,0.31,I,VVS1,natural,0
Round,860,0.3,G,SI1,natural,0
Round,2360,0.5,G,VS1,natural,0
Oval,910,0.3,D,VVS2,natural,0
Emerald,2970,0.72,E,VVS2,natural,0
Round,1170,0.4,F,VS2,natural,0
Round,830,0.57,E,VS1,lab,0
Round,1010,0.81,I,VS1,lab,0
Round,2230,1.2,I,VS1,lab,0
Heart,1350,0.7,J,VS2,natural,1
Emerald,650,0.51,F,VVS2,lab,0
Emerald,1660,1.0,F,SI1,lab,0
Round,880,0.31,E,VS2,natural,0
Princess,18730,3.42,E,VS1,lab,1
Oval,470,0.48,F,SI1,lab,0
Oval,2110,1.15,G,VS2,lab,1
Round,2440,1.05,E,VS1,lab,0
Round,3670,1.64,H,VS1,lab,0
Round,5560,1.01,D,SI2,natural,0
Round,2440,0.5,E,VVS1,natural,0
Round,2000,0.5,G,SI1,natural,0
Heart,3280,2.0,J,SI2,lab,0
Oval,1750,0.53,D,VVS2,natural,1
Round,2690,1.33,G,VS2,lab,0
Round,740,0.3,E,SI1,natural,0
Round,12690,1.13,E,VVS1,natural,0
Round,1170,0.76,H,VVS2,lab,0
Marquise,2740,0.7,F,VS2,natural,0
Round,2740,1.05,F,VVS2,lab,0
Oval,3860,2.01,J,SI1,lab,0
Round,2360,0.55,D,VVS1,natural,0
Princess,8090,2.33,F,VS2,lab,1
Round,8660,1.06,G,VS1,natural,0
Heart,520,0.31,J,VS1,natural,0
Round,550,0.4,E,VVS1,lab,1
Round,800,0.68,E,SI1,lab,0
Round,6720,1.4,F,SI2,natural,0
Pear,2300,1.01,E,VS2,lab,1
Round,1110,0.4,F,VS2,natural,0
Round,840,0.3,F,VVS2,natural,0
Emerald,1340,0.78,E,VVS2,lab,0
Round,910,0.35,F,VS2,natural,0
Round,1040,0.31,D,VS1,natural,0
Radiant,15490,1.83,G,VS1,natural,0
Emerald,730,0.3,F,VVS2,natural,1
Round,2740,0.6,F,VS1,natural,0
Oval,6580,1.62,D,VVS2,lab,0
Oval,1540,0.51,F,VS1,natural,1
Oval,890,0.4,E,VS2,natural,0
Round,810,0.3,D,SI1,natural,0
Round,880,0.31,E,VVS2,natural,0
Pear,590,0.3,D,VS2,natural,0
Round,630,0.3,I,IF,natural,0
Round,1580,0.5,I,IF,natural,0
Round,17650,1.08,D,FL,natural,0
Oval,3600,1.0,G,SI2,natural,0
Round,1740,1.07,J,VS1,lab,0
Round,3300,0.7,G,VVS2,natural,0
Emerald,640,0.3,D,VS1,natural,0
Radiant,23240,3.08,D,VVS1,lab,1
Emerald,1220,0.9,F,SI2,lab,0
Round,4610,2.01,I,SI1,lab,0
Emerald,1450,0.9,F,VS2,lab,0
Round,2210,1.13,H,VVS2,lab,0
Round,2470,0.5,D,VS1,natural,0
Round,650,0.26,H,VVS2,natural,0
Round,930,0.3,F,VVS1,natural,0
Oval,400,0.41,E,SI2,lab,0
Round,2400,1.01,G,VS1,lab,0
Round,2810,1.12,F,VS1,lab,0
Oval,1950,0.6,D,VS1,natural,0
Oval,8160,1.61,I,SI2,natural,0
Round,11730,1.53,H,VS1,natural,0
Round,2190,0.47,D,VVS1,natural,0
Round,3210,1.72,I,VS2,lab,0
Pear,620,0.62,I,VS1,lab,0
Oval,1430,0.5,F,VS2,natural,1
Princess,5290,1.26,G,SI1,natural,0
Oval,4960,1.7,F,VS2,lab,0
Round,4280,1.81,I,VVS1,lab,0
Round,22100,1.53,F,IF,natural,0
Oval,1480,0.5,E,VVS1,natural,0
Round,6880,1.0,H,VS1,natural,0
Round,780,0.3,J,VVS2,natural,0
Round,2920,0.59,D,VS1,natural,0
Round,4750,1.29,E,SI2,natural,0
Round,920,0.32,E,IF,natural,0
Round,3970,0.95,J,VS1,natural,0
Round,3550,0.7,E,VVS2,natural,0
Pear,1080,0.5,E,SI1,natural,1
Emerald,1040,0.47,I,IF,natural,0
Radiant,650,0.62,H,VS1,lab,0
Round,3340,0.75,E,VS2,natural,0
Round,1390,0.75,E,VVS2,lab,1
Princess,620,0.37,I,VS2,natural,1
Round,860,0.32,D,VVS1,natural,0
Oval,620,0.51,D,SI1,lab,1
Round,2400,0.5,D,VS2,natural,0
Asscher,3920,1.98,I,VS1,lab,1
Round,2410,0.5,D,VS2,natural,0
Round,820,0.33,E,SI1,natural,0
Oval,3970,2.01,I,SI2,lab,1
Emerald,9610,2.32,E,VS1,lab,0
Round,2350,1.04,E,VS2,lab,0
Round,1400,0.51,J,VVS1,natural,0
Emerald,2630,1.01,I,VS2,lab,0
Round,6200,1.0,H,VVS2,natural,0
Round,900,0.33,E,VS1,natural,0
Round,710,0.4,I,VS1,natural,1
Emerald,2340,1.09,F,VS1,lab,0
Cushion,8240,1.5,E,SI1,natural,0
Emerald,2060,0.8,G,SI1,natural,0
Round,2710,0.51,D,VVS2,natural,0
Round,910,0.41,E,SI1,natural,0
Round,930,0.31,E,VS1,natural,0
Round,930,0.3,D,VVS2,natural,0
Round,400,0.36,E,SI1,lab,0
Round,1020,0.32,E,VVS1,natural,0
Princess,540,0.31,E,SI1,natural,1
Pear,950,0.64,D,VS1,lab,0
Oval,770,0.52,D,VS1,lab,1
Pear,15900,2.01,G,VS2,natural,1
Oval,520,0.4,G,VVS1,lab,0
Round,2050,1.02,G,VS1,lab,0
Round,8180,1.51,I,SI2,natural,0
Round,4470,0.8,F,VS2,natural,0
Round,3290,0.7,E,SI1,natural,0
Pear,410,0.41,G,VS1,lab,1
Cushion,3960,1.58,G,VS2,lab,0
Oval,1370,0.7,D,VVS2,lab,0
Oval,4080,1.51,G,VS1,lab,0
Round,5630,1.2,I,SI2,natural,0
Round,2730,0.5,D,IF,natural,1
Round,2240,0.5,G,VS1,natural,0
Round,1370,0.42,F,VS1,natural,0
Round,2240,0.54,F,VVS1,natural,0
Emerald,1450,0.91,E,SI1,lab,0
Round,3380,1.8,I,VS2,lab,0
Round,3080,1.02,D,VVS2,lab,0
Round,400,0.34,E,VVS2,lab,0
Round,2170,0.53,H,VVS2,natural,0
Round,890,0.4,F,SI2,natural,1
Round,1850,1.12,G,SI2,lab,0
Round,3320,0.72,E,VVS2,natural,0
Round,2020,1.01,G,VS1,lab,0
Radiant,1720,1.02,E,SI1,lab,0
Emerald,1690,0.55,D,VS1,natural,0
Round,720,0.29,E,VVS2,natural,0
Round,930,0.3,D,VVS1,natural,0
Round,860,0.34,E,SI1,natural,0
Round,2130,1.15,H,VS1,lab,0
Round,2950,1.6,J,VVS2,lab,0
Round,880,0.33,D,SI1,natural,0
Pear,1030,0.42,F,VS1,natural,0
Round,7260,1.05,F,VS1,natural,0
Emerald,1600,1.02,F,SI2,lab,0
Round,1480,0.45,E,VS1,natural,0
Round,2440,0.5,D,VVS1,natural,1
Round,2790,0.54,E,VVS1,natural,0
Cushion,10220,2.0,G,SI2,natural,0
Round,6960,1.01,H,VS2,natural,0
Pear,1320,0.95,H,SI1,lab,0
Oval,4170,2.07,J,VS2,lab,0
Round,4160,0.82,F,VS1,natural,1
Oval,730,0.32,F,VVS2,natural,0
Pear,350,0.34,F,VS1,lab,0
Round,1910,0.51,D,VS2,natural,0
Round,910,0.34,G,VS2,natural,0
Emerald,1790,0.6,E,VS1,natural,0
Round,890,0.38,E,SI1,natural,0
Round,860,0.31,H,IF,natural,0
Round,4080,1.65,H,VVS2,lab,0
Round,380,0.34,E,SI1,lab,0
Round,3460,0.75,H,VS2,natural,0
Round,1510,0.44,F,VVS2,natural,0
Round,1340,0.4,D,VS1,natural,0
Pear,1790,0.93,D,VS1,lab,0
Cushion,6160,1.73,J,SI2,natural,0
Round,1490,0.5,I,VVS1,natural,0
Emerald,1150,0.5,E,SI1,natural,0
Round,1090,0.4,F,VS1,natural,1
Round,660,0.3,I,VVS2,natural,0
Round,1700,1.01,H,VS2,lab,0
Round,1750,0.91,E,VS2,lab,0
Princess,760,0.4,E,SI1,natural,1
Oval,2830,1.74,J,SI1,lab,0
Princess,9490,2.53,G,VVS2,lab,1
Round,920,0.3,D,VS1,natural,0
Oval,8610,1.2,D,VS2,natural,0
Round,1050,0.4,H,VVS1,natural,1
Cushion,6070,2.0,G,VS2,lab,1
Princess,820,0.41,F,VS1,natural,1
Round,7090,2.05,G,VS1,lab,0
Round,1620,1.13,I,SI2,lab,0
Princess,1040,0.5,I,VVS2,natural,0
Round,1820,1.17,J,VS2,lab,0
Emerald,670,0.52,G,VVS1,lab,0
Round,890,0.3,E,VS2,natural,0
Round,1460,0.4,F,IF,natural,0
Pear,3450,1.12,D,VVS2,lab,1
Round,990,0.9,J,VS2,lab,0
Round,7540,2.33,H,VS1,lab,0
Round,990,0.3,D,VS1,natural,0
Round,880,0.3,G,VS1,natural,0
Oval,4460,0.9,D,SI1,natural,0
Pear,640,0.36,D,VS2,natural,0
Round,6290,1.29,F,SI2,natural,0
Round,3900,1.5,G,VS1,lab,0
Pear,3260,0.8,G,VS1,natural,1
Round,5050,1.0,H,VVS2,natural,1
Round,1750,1.08,J,VS1,lab,0
Round,2090,1.51,I,SI2,lab,1
Round,1200,0.42,F,VVS2,natural,0
Round,2490,1.29,G,VS2,lab,0
Round,600,0.3,I,VS2,natural,0
Round,2860,1.63,I,VS2,lab,0
Round,1540,0.5,F,SI2,natural,0
Round,2900,1.7,J,VS2,lab,1
Heart,2500,0.92,I,SI2,natural,0
Marquise,580,0.57,H,VS2,lab,1
Round,2400,0.7,E,SI1,natural,0
Emerald,9810,1.5,G,VS1,natural,0
Round,2630,0.9,H,SI1,natural,1
Round,3170,1.7,I,VS2,lab,1
Oval,5550,1.2,H,SI2,natural,0
Round,32020,2.01,E,VVS2,natural,0
Pear,15090,2.01,F,SI1,natural,0
Round,360,0.31,D,VS2,lab,0
Round,390,0.34,E,VS2,lab,0
Round,2130,1.3,I,VS1,lab,0
Round,2210,1.13,H,VVS2,lab,0
Round,1460,0.5,E,SI2,natural,0
Pear,570,0.55,E,SI1,lab,1
Round,2180,0.5,F,VS1,natural,0
Round,4070,2.07,J,VS1,lab,0
Round,420,0.36,D,VS2,lab,0
Round,530,0.48,E,SI1,lab,0
Round,1090,0.4,F,SI1,natural,0
Round,800,0.32,D,VVS2,natural,0
Round,1070,0.3,D,VVS2,natural,0
Round,4410,0.93,I,VVS1,natural,0
Emerald,2220,0.7,F,VS2,natural,0
Round,1750,1.08,I,VVS2,lab,0
Emerald,1320,0.5,H,VS1,natural,0
Oval,1060,1.01,J,SI1,lab,0
Round,1350,0.4,F,VS1,natural,0
Oval,6940,1.25,G,SI1,natural,0
Round,1590,0.5,H,SI2,natural,0
Cushion,5670,1.2,F,VS1,natural,1
Round,1650,1.0,I,VVS2,lab,0
Round,1710,1.23,I,SI1,lab,0
Round,2410,1.64,J,SI1,lab,0
Round,2000,0.7,F,SI2,natural,1
Round,2490,0.51,D,VVS2,natural,0
Round,1270,0.4,E,VVS1,natural,1
Round,1260,0.4,E,VS2,natural,0
Round,6290,1.03,I,IF,natural,0
Princess,660,0.58,G,VS1,lab,0
Round,2450,0.5,D,VS2,natural,0
Round,4690,0.8,D,VS1,natural,0
Princess,8190,2.38,F,VS2,lab,0
Oval,4160,2.01,J,VS2,lab,0
Round,3710,0.51,D,IF,natural,0
Round,650,0.3,F,SI1,natural,0
Round,940,0.31,F,VS1,natural,0
Round,3490,0.71,D,VS1,natural,0
Round,4060,1.03,I,VS2,natural,1
Round,1700,1.19,J,VVS2,lab,0
Round,3220,0.7,G,VVS1,natural,0
Round,2570,0.5,D,VS1,natural,0
Oval,1090,0.72,G,VS1,lab,0
Round,1850,0.35,D,FL,natural,0
Oval,3860,2.01,J,SI1,lab,0
Round,1200,0.43,D,SI1,natural,0
Emerald,610,0.36,D,SI1,natural,0
Round,2100,1.16,I,VS1,lab,0
Round,960,0.45,I,VS2,natural,1
Oval,2870,0.7,D,VS1,natural,0
Round,1170,0.83,F,SI1,lab,0
Oval,820,0.51,D,VVS2,lab,0
Round,770,0.7,I,VS1,lab,0
Marquise,2120,0.52,D,VVS1,natural,0
Round,2700,0.6,E,VS2,natural,0
Round,540,0.44,E,VS1,lab,0
Round,360,0.32,E,VS2,lab,0
Round,1440,0.41,H,IF,natural,0
Round,650,0.25,D,VS1,natural,0
Round,4940,0.9,D,VS2,natural,0
Oval,3470,1.71,I,SI1,lab,0
Emerald,3170,1.06,H,VS1,lab,1
Round,1110,0.4,E,SI2,natural,0
Oval,6980,1.06,D,VS2,natural,0
Round,1280,0.36,E,VVS1,natural,0
Cushion,840,0.51,H,SI2,natural,0
Pear,820,0.61,E,VVS2,lab,0
Round,1680,0.51,H,SI1,natural,0
Round,830,0.3,F,IF,natural,0
Round,420,0.38,G,VS2,lab,0
Princess,1360,0.5,F,VS2,natural,0
Cushion,3950,1.51,G,VS2,lab,1
Oval,2220,1.05,E,VS2,lab,1
Cushion,4150,1.52,H,SI2,natural,0
Round,4530,0.75,E,VVS1,natural,0
Round,1780,0.5,F,SI1,natural,0
Oval,3990,2.02,J,SI1,lab,0
Round,1310,0.39,D,VS1,natural,0
Round,2280,0.6,G,VVS2,natural,1
Round,7060,1.0,E,SI1,natural,0
Round,3130,0.73,F,VS1,natural,1
Pear,620,0.36,D,SI1,natural,0
Cushion,8190,3.02,J,VS2,lab,0
Oval,8030,1.5,I,SI2,natural,0
Pear,1580,0.61,G,SI2,natural,0
Round,1020,0.71,G,VS2,lab,0
Round,680,0.51,F,VVS2,lab,1
Radiant,6910,2.02,E,VS2,lab,0
Emerald,3240,1.0,F,SI1,natural,0
Round,2720,1.54,I,VS2,lab,0
Emerald,500,0.54,I,SI2,lab,1
Oval,11940,1.79,E,SI2,natural,0
Round,2450,0.58,G,VS2,natural,0
Round,1180,0.83,G,VS1,lab,0
Oval,2270,1.52,J,SI1,lab,0
Round,3260,0.96,D,SI2,natural,0
Round,930,0.33,G,IF,natural,0
Round,2420,0.6,D,VVS2,natural,0
Round,450,0.4,D,SI1,lab,0
Round,6060,2.04,F,SI1,lab,0
Oval,670,0.3,D,SI1,natural,1
Princess,8900,2.0,J,SI2,natural,1
Round,3070,1.75,J,VS1,lab,0
Emerald,1220,1.02,I,SI2,lab,0
Oval,520,0.3,E,SI2,natural,0
Round,1010,0.37,F,VVS2,natural,0
Pear,1210,0.74,G,VS1,lab,0
Round,1420,0.57,G,SI2,natural,0
Round,2710,1.52,J,VVS1,lab,1
Round,3860,0.7,E,VS1,natural,0
Round,2590,1.33,H,VS1,lab,0
Round,1550,0.46,D,VS1,natural,0
Marquise,1460,0.51,D,VVS2,natural,0
Round,1150,0.5,I,SI2,natural,0
Oval,1070,0.52,G,SI1,natural,1
Round,1000,0.4,F,VS2,natural,0
Round,2420,0.55,F,VS1,natural,0
Round,710,0.32,E,SI1,natural,0
Pear,550,0.3,E,SI1,natural,1
Round,4880,2.0,I,VS1,lab,1
Round,2680,1.64,I,SI1,lab,0
Round,860,0.33,H,IF,natural,0
Cushion,3330,0.81,F,VS2,natural,0
Oval,850,0.3,D,VVS1,natural,0
Round,1710,0.5,G,VVS1,natural,1
Round,1090,0.4,D,SI2,natural,0
Round,1910,0.6,H,SI2,natural,0
Oval,4090,2.03,J,VS2,lab,0
Round,1120,0.31,D,VVS1,natural,0
Emerald,750,0.63,E,VS2,lab,1
Round,580,0.52,E,SI1,lab,1
Radiant,1100,0.7,E,VS2,lab,0
Round,15200,1.81,H,SI1,natural,0
Round,3550,2.04,J,VS2,lab,0
Oval,1360,0.79,G,VVS1,lab,0
Round,2300,0.5,F,VS2,natural,0
Princess,6180,1.21,G,VS2,natural,0
Round,780,0.3,F,VS2,natural,0
Round,4120,0.81,G,VS2,natural,0
Round,1650,1.05,I,VS1,lab,0
Pear,1380,0.51,E,VS2,natural,0
Pear,1850,1.22,I,VS1,lab,0
Round,2380,1.19,G,VS1,lab,0
Round,1050,0.4,E,SI1,natural,0
Round,3330,0.71,F,VVS2,natural,1
Oval,4370,2.17,J,VS2,lab,0
Round,700,0.33,H,VS2,natural,0
Round,2330,0.65,D,VS2,natural,0
Oval,1380,0.5,F,VS1,natural,0
Round,390,0.33,D,VS1,lab,0
Pear,2030,0.72,G,SI1,natural,0
Round,3800,0.72,G,VVS1,natural,0
Marquise,10700,2.09,E,VS1,lab,1
Round,820,0.3,E,VS1,natural,0
Round,1720,1.05,I,VS1,lab,0
Round,760,0.31,F,VS1,natural,0
Round,600,0.33,F,SI2,natural,0
Round,770,0.31,D,SI1,natural,0
Round,1750,0.37,D,IF,natural,0
Oval,6560,1.2,G,SI2,natural,0
Round,1190,0.7,E,VS1,lab,0
Princess,2340,1.07,G,VVS2,lab,0
Emerald,2840,0.82,E,VVS2,natural,1
Pear,520,0.53,I,VS2,lab,1
Round,1930,1.09,I,VS2,lab,0
Oval,6690,1.5,D,VVS1,lab,0
Round,1500,0.5,I,SI1,natural,0
Emerald,1490,1.02,H,SI1,lab,0
Emerald,350,0.37,G,SI2,lab,0
Round,1110,0.4,F,VS2,natural,1
Round,18020,1.61,E,VVS1,natural,0
Round,1810,1.01,I,VS2,lab,0
Round,820,0.3,E,VVS2,natural,1
Round,2700,0.58,E,VS2,natural,0
Round,2390,0.7,E,SI1,natural,1
Round,390,0.35,E,SI1,lab,0
Pear,510,0.5,G,VS2,lab,1
Round,3350,0.7,E,VVS2,natural,0
Oval,550,0.52,H,VS1,lab,0
Round,1590,1.01,I,VS1,lab,0
Round,1050,0.37,I,VS1,natural,0
Round,710,0.3,D,SI1,natural,0
Cushion,2700,1.0,J,SI2,natural,0
Cushion,3230,1.08,E,VVS1,lab,1
Round,850,0.3,E,VS1,natural,0
Asscher,12850,2.95,E,VS2,lab,0
Round,2550,0.55,F,VVS1,natural,0
Round,6960,2.52,I,VS1,lab,0
Round,530,0.5,G,SI2,lab,0
Round,1470,0.42,F,VVS1,natural,0
Round,360,0.31,D,VS2,lab,0
Round,5630,1.0,G,SI1,natural,0
Oval,840,0.72,E,SI2,lab,1
Round,1230,0.5,G,SI2,natural,1
Pear,330,0.33,E,SI1,lab,0
Radiant,1330,0.77,G,VVS1,lab,0
Round,1390,1.11,H,SI2,lab,0
Round,2330,0.54,E,VS2,natural,0
Round,9790,1.5,F,SI2,natural,0
Round,3170,0.75,D,SI1,natural,0
Princess,1420,0.5,E,VVS1,natural,1
Round,4410,0.75,D,VVS2,natural,0
Oval,8000,2.02,E,VS1,lab,1
Round,2230,0.5,F,VVS2,natural,0
Round,2270,0.6,G,VS1,natural,0
Oval,1120,0.71,E,VS2,lab,0
Round,640,0.26,E,VS1,natural,0
Round,990,0.31,F,IF,natural,0
Round,1100,0.31,D,VVS2,natural,0
Round,360,0.33,E,SI1,lab,0
Round,740,0.26,D,VVS2,natural,0
Oval,2340,1.03,E,VS2,lab,1
Round,420,0.38,F,VS2,lab,0
Round,1260,0.4,H,VS1,natural,0
Round,1880,1.19,I,VS1,lab,0
Pear,550,0.5,H,VVS2,lab,0
Round,890,0.4,I,SI1,natural,0
Round,930,0.31,E,VS2,natural,0
Emerald,1210,0.5,G,VS2,natural,1
Round,350,0.3,D,VS2,lab,0
Round,1260,0.5,E,SI1,natural,1
Emerald,12800,3.11,H,VS1,lab,0
Round,1990,0.51,D,VVS2,natural,0
Emerald,780,0.71,H,SI1,lab,0
Oval,2600,1.5,I,SI2,lab,0
Pear,470,0.45,E,VS1,lab,1
Round,1790,0.5,H,VS2,natural,0
Round,350,0.3,D,VS2,lab,1
Emerald,1530,0.51,E,VVS1,natural,0
Round,380,0.33,E,VS2,lab,0
Cushion,2190,1.01,F,VS1,lab,0
Round,2390,0.5,E,VS2,natural,0
