shape,price,carat,color,clarity,type,cut
Round,890,0.69,G,VS2,lab,1
Round,2530,0.7,H,IF,natural,1
Oval,4520,2.03,I,SI1,lab,0
Round,520,0.34,J,VS1,natural,0
Round,2550,1.3,E,SI1,lab,0
Pear,410,0.41,F,SI1,lab,1
Round,900,0.33,D,SI1,natural,0
Round,4910,2.01,I,VS2,lab,1
Round,1690,0.47,H,VS1,natural,0
Round,4360,0.7,D,VVS2,natural,0
Round,3560,1.0,G,SI2,natural,1
Emerald,1000,0.51,D,SI1,natural,0
Princess,470,0.25,F,VS1,natural,1
Emerald,5320,2.41,I,VS2,lab,1
Pear,4370,1.01,D,SI2,natural,1
Oval,1000,0.47,D,SI2,natural,0
Heart,6480,2.1,G,VS2,lab,1
Round,3130,1.0,J,SI2,natural,0
Round,7710,1.25,H,VS1,natural,0
Pear,1290,0.86,G,VS1,lab,1
Round,350,0.32,E,SI1,lab,0
Pear,330,0.33,G,VS1,lab,1
Cushion,5120,1.6,H,SI2,natural,0
Round,1750,1.06,J,VS1,lab,0
Asscher,3550,0.95,H,VS1,natural,0
Round,3440,0.71,F,VVS1,natural,0
Round,600,0.31,I,SI1,natural,0
Round,810,0.3,D,SI1,natural,0
Oval,3380,0.9,G,SI1,natural,1
Emerald,1460,0.73,F,SI1,natural,0
Round,610,0.26,D,VS2,natural,0
Princess,1490,0.52,F,VVS2,natural,0
Round,940,0.3,E,VS1,natural,0
Round,3670,0.76,G,VS2,natural,0
Round,910,0.35,D,VS2,natural,0
Round,1960,0.5,G,IF,natural,0
Round,870,0.67,G,VS2,lab,0
Round,1620,1.05,I,VS2,lab,0
Round,1030,0.4,E,SI1,natural,0
Oval,10830,1.8,J,VS2,natural,0
Oval,5080,2.03,I,VS2,lab,0
Round,800,0.3,G,VVS1,natural,0
Round,2470,0.7,D,VS1,natural,1
Round,4930,2.04,I,VS1,lab,0
Cushion,5340,1.55,E,VVS2,lab,0
Round,830,0.67,G,SI1,lab,0
Oval,3360,1.3,E,VS1,lab,0
Round,2330,0.51,D,VS1,natural,0
Pear,340,0.33,E,VS2,lab,0
Round,1210,0.4,F,VS2,natural,0
Oval,4180,0.97,F,SI1,natural,0
Round,3150,1.5,I,VS1,lab,0
Round,3540,1.17,D,VVS2,lab,1
Round,990,0.33,G,IF,natural,0
Round,370,0.32,E,VS1,lab,0
Round,1300,0.5,I,VS2,natural,1
Round,2610,1.54,J,VVS2,lab,0
Oval,980,0.4,E,SI1,natural,0
Princess,1280,0.7,F,VVS1,lab,0
Round,2820,1.31,H,VVS2,lab,0
Cushion,1830,1.11,F,SI1,lab,1
Round,3580,0.8,F,SI1,natural,0
Round,1480,0.45,G,VS1,natural,0
Round,1370,0.43,F,VVS2,natural,0
Oval,4020,2.0,J,SI1,lab,0
Round,3170,0.7,D,VS2,natural,0
Round,2050,1.03,G,VS1,lab,0
Round,5300,2.55,J,VS2,lab,0
Oval,5160,2.01,I,VS1,lab,0
Round,9220,1.2,D,VS1,natural,0
Round,980,0.3,D,VVS2,natural,0
Oval,12300,1.5,D,SI1,natural,0
Round,1300,0.41,F,VS1,natural,0
Round,1560,0.46,F,VS1,natural,0
Round,2780,1.18,G,VVS2,lab,0
Round,340,0.31,E,SI1,lab,0
Round,11440,1.31,G,VVS1,natural,0
Emerald,1260,0.4,D,VVS1,natural,0
Round,1130,0.4,F,VS2,natural,0
Pear,520,0.3,I,VS2,natural,0
Round,1220,0.46,G,SI1,natural,0
Princess,940,0.41,F,VS2,natural,1
Round,770,0.31,E,VVS2,natural,1
Princess,860,0.41,G,VVS1,natural,1
Princess,650,0.31,D,VVS2,natural,0
Emerald,1710,1.01,E,SI1,lab,0
Round,610,0.32,J,VVS2,natural,0
Round,930,0.3,F,VVS1,natural,0
Round,1540,1.09,I,SI1,lab,0
Round,5060,1.0,I,VVS2,natural,1
Round,1540,0.87,G,VVS1,lab,0
Round,1580,1.17,J,VS1,lab,0
Radiant,3140,0.96,G,SI2,natural,0
Round,5490,1.0,F,SI1,natural,0
Round,3370,1.2,E,VVS2,lab,0
Oval,710,0.31,D,VS2,natural,0
Oval,750,0.31,D,VS2,natural,0
Round,2790,1.05,G,VVS1,lab,0
Pear,1130,0.72,G,VS2,lab,0
Oval,4390,0.94,G,SI1,natural,1
Marquise,850,0.31,G,IF,natural,0
Oval,2970,0.7,F,VS1,natural,0
Round,1310,0.4,G,VS1,natural,0
Round,1270,0.37,D,VS1,natural,0
Round,2380,0.5,D,VS2,natural,0
Round,3310,0.8,H,VS2,natural,1
Round,1030,0.3,F,VS1,natural,0
Round,1440,1.06,I,SI1,lab,0
Pear,1710,1.1,I,VVS2,lab,1
Round,4040,1.0,H,SI2,natural,0
Round,1770,1.12,I,VS1,lab,0
Round,1470,0.6,I,SI1,natural,1
Round,380,0.33,D,VS2,lab,0
Pear,5170,2.06,I,VS2,lab,1
Princess,2150,0.9,I,SI2,natural,0
Round,1920,0.5,D,VS1,natural,1
Round,2340,0.58,E,SI1,natural,0
Round,6240,1.2,G,SI2,natural,0
Round,1390,0.37,E,VVS1,natural,0
Round,9830,1.06,E,VVS2,natural,0
Pear,1990,1.01,F,VS2,lab,1
Round,540,0.37,D,VVS1,lab,0
Round,2590,0.5,F,VVS2,natural,0
Pear,3200,1.03,J,SI2,natural,0
Princess,550,0.32,E,SI1,natural,0
Oval,630,0.3,F,SI1,natural,0
Round,930,0.3,F,VVS1,natural,0
Round,1860,1.11,H,VS2,lab,0
Round,700,0.27,D,VS1,natural,0
Oval,1380,0.91,G,SI1,lab,0
Round,1440,0.46,E,VS2,natural,1
Pear,500,0.55,J,SI2,lab,1
Pear,690,0.7,H,SI2,lab,0
Oval,12680,2.01,J,SI2,natural,0
Round,3770,0.9,H,SI1,natural,0
Round,2500,1.14,H,VVS1,lab,0
Round,16250,1.49,E,VVS1,natural,0
Emerald,500,0.3,D,SI1,natural,1
Oval,7860,1.5,F,SI2,natural,0
Round,830,0.3,D,VVS1,natural,1
Round,4890,1.01,I,VVS1,natural,1
Pear,580,0.31,E,SI2,natural,0
Round,2030,1.15,I,SI1,lab,0
Pear,1000,0.52,H,SI2,natural,0
Round,2200,0.5,F,VVS2,natural,0
Round,3710,0.9,I,VVS2,natural,1
Round,1720,1.23,J,VS2,lab,0
Round,420,0.38,E,SI1,lab,0
Oval,560,0.58,I,VS2,lab,1
Round,510,0.3,F,SI1,natural,1
Cushion,9210,1.52,F,VS1,natural,0
Round,2740,1.18,E,VS1,lab,0
Cushion,590,0.59,I,VVS2,lab,0
Round,1380,0.3,D,IF,natural,0
Round,2400,1.01,G,VVS2,lab,0
Round,3420,0.9,I,VVS1,natural,1
Heart,730,0.3,D,VS2,natural,1
Round,4150,1.6,G,VS1,lab,0
Round,1280,0.46,H,VS1,natural,1
Round,48730,4.34,D,VVS2,lab,0
Round,2140,0.5,F,VS1,natural,0
Oval,6660,2.03,F,VS2,lab,0
Round,2750,0.58,D,VVS1,natural,0
Round,1430,0.4,F,VS1,natural,0
Round,680,0.3,F,SI2,natural,0
Heart,1340,0.47,E,VS2,natural,0
Round,6650,1.0,H,VS1,natural,0
Oval,5710,2.02,G,SI1,lab,1
Oval,520,0.48,D,VS1,lab,0
Round,4870,1.68,G,VVS2,lab,0
Round,10820,2.01,H,SI2,natural,0
Round,1120,0.4,F,SI1,natural,0
Round,1120,0.36,D,VS1,natural,0
Princess,510,0.3,G,SI1,natural,0
Round,6490,0.96,F,VVS2,natural,0
Round,2840,1.57,I,VS2,lab,1
Round,790,0.3,D,VS1,natural,1
Round,1250,0.78,F,VS1,lab,0
Emerald,1580,0.51,D,VS2,natural,0
Pear,700,0.36,G,VS1,natural,0
Round,2520,0.41,D,FL,natural,0
Round,1710,1.09,J,VS2,lab,0
Princess,820,0.43,E,SI1,natural,0
Round,1980,0.51,F,VVS2,natural,1
Round,4490,1.04,J,SI1,natural,0
Pear,500,0.52,H,SI2,lab,0
Round,10450,2.2,E,VS1,lab,0
Pear,610,0.3,E,SI1,natural,0
Round,610,0.26,G,IF,natural,0
Round,840,0.3,D,VS2,natural,0
Round,3620,0.75,G,VS2,natural,0
Round,1990,1.09,I,VS1,lab,0
Oval,970,0.42,E,SI1,natural,0
Oval,810,0.32,D,VVS1,natural,0
Round,1890,0.65,J,VS1,natural,0
Round,3770,0.75,E,VS2,natural,0
Pear,540,0.54,G,SI1,lab,1
Pear,1230,0.73,E,VS1,lab,1
Princess,510,0.31,G,VS2,natural,0
Round,2290,1.28,I,VS1,lab,0
Round,3680,0.8,G,VS1,natural,0
Oval,4370,2.05,I,VS2,lab,0
Round,580,0.25,G,VVS2,natural,0
Round,1350,1.07,H,SI2,lab,0
Round,6790,1.02,G,VS2,natural,0
Round,750,0.4,J,VVS1,natural,1
Round,6640,1.18,H,VS1,natural,0
Round,830,0.4,I,SI1,natural,0
Round,2080,0.75,J,VS2,natural,0
Round,2480,1.07,E,VS1,lab,0
Round,360,0.33,D,SI2,lab,0
Round,1520,0.44,E,VVS2,natural,0
Round,2260,0.55,F,VVS2,natural,0
Round,2230,0.5,F,VS2,natural,0
Emerald,780,0.58,E,VVS2,lab,0
Princess,620,0.3,D,SI1,natural,1
Round,4290,1.0,I,SI2,natural,0
Round,2910,0.58,D,VVS2,natural,0
Round,580,0.3,J,VS2,natural,0
Round,3020,0.85,F,SI1,natural,0
Cushion,690,0.64,H,VS1,lab,0
Round,1150,0.3,E,IF,natural,0
Round,5400,0.93,I,IF,natural,0
Round,670,0.57,E,SI1,lab,0
Asscher,24650,3.0,I,VVS2,natural,1
Oval,680,0.51,E,VVS2,lab,0
Round,2390,0.8,I,SI1,natural,0
Round,3480,0.9,G,SI1,natural,1
Round,3120,1.77,J,VS1,lab,0
Round,870,0.3,E,VS1,natural,1
Pear,350,0.36,G,VS2,lab,1
Round,3800,0.8,F,VVS2,natural,1
Round,790,0.4,I,VVS1,natural,1
Round,1400,0.3,D,IF,natural,0
Round,1820,1.17,J,VS2,lab,0
Cushion,3960,1.5,G,VS1,lab,1
Round,5450,1.0,I,IF,natural,1
Round,1260,0.4,F,VS1,natural,0
Round,930,0.77,I,VVS2,lab,0
Round,730,0.3,G,SI1,natural,0
Cushion,15120,2.01,D,SI1,natural,0
Oval,3800,1.8,I,SI1,lab,0
Round,7690,1.11,D,VS2,natural,0
Round,2230,0.5,G,VS2,natural,0
Round,650,0.27,D,VS1,natural,0
Cushion,3200,1.21,I,SI1,natural,1
Round,2940,1.67,I,VS2,lab,0
Princess,1270,0.7,J,SI2,natural,1
Oval,3500,1.71,I,VS2,lab,0
Round,3600,1.47,H,VVS1,lab,0
Round,1470,1.08,I,SI1,lab,0
Round,880,0.3,F,VVS2,natural,0
Round,460,0.41,E,SI1,lab,1
Round,1290,0.96,H,SI1,lab,0
Round,2410,1.17,E,VS2,lab,0
Round,2190,0.91,E,VVS2,lab,0
Oval,12420,1.8,I,VS1,natural,0
Oval,630,0.52,F,VS1,lab,1
Radiant,2500,0.83,D,SI1,natural,1
Round,4340,2.06,J,VVS2,lab,0
Pear,3190,0.71,D,VS2,natural,1
Pear,400,0.39,F,VS1,lab,0
Round,1290,0.41,D,VS1,natural,0
Round,3940,1.51,G,VS1,lab,0
Pear,440,0.44,G,VS2,lab,0
Round,6090,2.31,I,VS1,lab,0
Oval,1500,0.99,I,VS1,lab,1
Round,2120,1.03,H,VVS2,lab,0
Round,1230,0.4,E,SI1,natural,0
Round,630,0.27,E,VS1,natural,0
Pear,3150,1.43,G,VS2,lab,0
Round,1370,1.28,J,SI2,lab,1
Round,2510,1.22,E,VS2,lab,0
Princess,1190,0.5,G,VS1,natural,0
Oval,790,0.4,I,VS2,natural,0
Pear,2480,0.71,E,SI2,natural,1
Round,1820,1.15,I,VS1,lab,0
Round,680,0.25,D,VVS2,natural,0
Oval,21070,3.01,D,VVS2,lab,0
Round,2180,0.53,E,VVS2,natural,0
Round,3520,0.62,E,VVS1,natural,0
Princess,2450,1.0,G,SI2,natural,0
Round,2790,1.06,F,VVS2,lab,0
Round,940,0.31,E,VVS2,natural,0
Round,410,0.35,D,VS2,lab,0
Cushion,13770,2.01,E,SI1,natural,0
Pear,9680,1.05,D,IF,natural,1
Oval,2170,1.06,G,VS1,lab,0
Round,10620,1.11,F,IF,natural,1
Emerald,1400,0.93,D,SI2,lab,1
Emerald,1870,1.09,E,SI1,lab,0
Round,1820,1.2,J,SI1,lab,0
Round,840,0.3,F,VS1,natural,0
Round,980,0.3,F,VS1,natural,0
Emerald,680,0.46,G,SI1,natural,0
Round,1450,0.45,D,VS1,natural,1
Pear,1780,0.7,D,SI1,natural,0
Round,1180,0.45,H,VS2,natural,1
Pear,650,0.3,F,VVS2,natural,0
Round,670,0.32,E,SI1,natural,0
Round,960,0.33,G,VS2,natural,0
Oval,4730,2.12,I,SI1,lab,0
Princess,500,0.26,E,VS2,natural,0
Pear,640,0.35,E,SI1,natural,0
Round,25860,1.57,D,IF,natural,0
Round,3770,0.6,D,VVS1,natural,0
Cushion,1950,1.01,F,VS2,lab,1
Round,2120,1.33,I,VS2,lab,0
Round,1140,0.4,G,VS2,natural,1
Oval,4320,1.0,I,VS1,natural,1
Round,1120,0.45,D,SI1,natural,1
Round,1930,0.5,E,VS2,natural,1
Radiant,6970,2.01,F,VS1,lab,1
Pear,1210,0.5,D,VS1,natural,1
Round,900,0.3,D,VVS1,natural,1
Round,8750,1.4,I,SI1,natural,0
Round,2440,0.5,E,VS1,natural,0
Round,870,0.3,E,VVS2,natural,0
Princess,1530,0.5,D,VS2,natural,0
Round,1910,1.22,I,VS2,lab,0
Emerald,540,0.3,E,VS2,natural,1
Princess,15470,3.01,F,VS1,lab,0
Heart,2120,0.71,F,SI1,natural,0
Oval,1060,0.4,F,VS2,natural,0
Round,8970,1.15,F,IF,natural,0
Round,1710,1.11,I,VS2,lab,0
Round,1560,0.5,F,SI2,natural,0
Round,8150,1.3,G,VS2,natural,0
Pear,540,0.3,F,SI1,natural,0
Round,8530,1.4,D,SI2,natural,0
Round,7050,1.17,F,VS2,natural,0
Round,700,0.3,D,SI1,natural,0
Oval,4380,2.01,I,SI1,lab,0
Round,1290,0.58,J,VVS2,natural,0
Round,1010,0.32,F,VVS1,natural,0
Pear,3170,1.0,E,SI2,natural,0
Round,790,0.3,F,VS2,natural,1
Round,2040,0.5,D,VVS1,natural,1
Round,1110,0.88,E,SI2,lab,0
Emerald,1020,0.9,I,SI2,lab,0
Round,1280,0.56,J,VVS2,natural,0
Round,610,0.57,J,VVS2,lab,0
Pear,6700,1.2,G,SI1,natural,0
Oval,4250,2.01,J,VS1,lab,0
Round,1210,0.41,H,VVS1,natural,0
Oval,1860,0.72,H,SI2,natural,0
Round,2150,1.29,E,SI2,lab,1
Round,2710,0.65,G,VVS2,natural,0
Round,1030,0.3,D,VVS2,natural,0
Oval,1170,0.51,G,SI1,natural,0
Round,770,0.3,E,VVS2,natural,0
Round,670,0.51,E,VS1,lab,0
Round,9820,1.83,E,VVS1,lab,0
Round,6030,1.01,D,VS1,natural,1
Marquise,500,0.47,D,VS1,lab,1
Round,640,0.58,E,SI2,lab,0
Round,360,0.3,D,VS1,lab,0
Round,3070,1.35,D,SI1,lab,0
Emerald,1110,0.71,D,SI1,lab,0
Asscher,8270,1.6,H,SI1,natural,0
Round,2340,0.7,J,VVS1,natural,0
Princess,700,0.35,D,SI1,natural,1
Round,1710,1.09,J,VS2,lab,0
Round,400,0.34,E,VVS2,lab,0
Oval,830,0.4,E,SI1,natural,0
Round,1400,0.4,E,VS2,natural,0
Round,1470,0.4,D,VS1,natural,0
Radiant,1070,0.71,G,VS1,lab,0
Pear,620,0.3,F,VS1,natural,0
Round,3430,1.8,I,SI1,lab,0
Round,1940,1.06,I,VS1,lab,0
Round,860,0.3,D,VVS1,natural,0
Round,870,0.34,E,VS2,natural,0
Round,580,0.53,H,VS2,lab,0
Round,2200,0.5,F,VS2,natural,0
Round,3340,1.9,I,SI1,lab,0
Round,1760,1.11,I,VS1,lab,0
Cushion,6270,1.83,E,VS1,lab,1
Round,4980,2.04,I,VS2,lab,0
Round,2310,0.51,F,VVS2,natural,0
Round,6200,1.02,I,IF,natural,0
Round,680,0.3,H,VS2,natural,0
Round,1270,0.38,D,VVS2,natural,0
Round,600,0.3,E,SI2,natural,0
Round,1280,0.4,F,VS1,natural,0
Round,4700,1.62,G,VVS2,lab,0
Round,360,0.31,D,VS2,lab,0
Round,3300,1.58,I,VS1,lab,0
Round,1600,0.42,D,VVS1,natural,0
Round,870,0.31,F,VVS2,natural,0
Princess,6150,2.46,H,VS2,lab,0
Emerald,1340,0.51,E,VS1,natural,0
Pear,610,0.52,G,VVS2,lab,0
Round,990,0.3,D,VVS1,natural,0
Round,1710,1.08,I,VS1,lab,0
Heart,740,0.3,G,VS1,natural,0
Round,970,0.33,D,SI1,natural,0
Round,830,0.41,H,SI2,natural,0
Oval,34730,3.01,H,VS2,natural,0
Round,530,0.3,I,VVS1,natural,0
Round,2770,1.68,I,SI1,lab,0
Round,1420,0.42,F,VS1,natural,0
Round,830,0.3,D,VS2,natural,1
Round,44320,3.01,F,VS2,natural,0
Pear,10060,1.5,G,SI1,natural,0
Round,1380,0.51,F,SI2,natural,0
Round,3810,2.05,I,SI2,lab,0
Oval,4530,1.72,G,VS2,lab,1
Oval,19630,2.71,I,SI2,natural,0
Pear,6390,1.32,G,SI2,natural,0
Round,2450,1.19,E,VS2,lab,0
Round,4650,1.2,J,SI1,natural,1
Round,2680,0.82,I,SI1,natural,0
Round,5990,1.0,H,SI1,natural,0
Round,1890,0.5,D,VVS2,natural,1
Round,3550,2.0,J,SI1,lab,0
Round,7450,1.0,D,SI1,natural,0
Pear,2880,0.8,E,SI1,natural,0
Round,970,0.3,D,VVS1,natural,1
Round,16390,1.69,F,VS1,natural,0
Round,2670,0.52,E,IF,natural,0
Round,850,0.4,G,SI2,natural,1
Round,2800,0.7,E,VVS2,natural,1
Round,1590,0.46,E,VS2,natural,1
Pear,490,0.48,F,VS1,lab,1
Marquise,1120,0.8,E,SI1,lab,1
Round,470,0.3,I,VS1,natural,0
Pear,2290,1.52,J,VS2,lab,0
Marquise,1660,1.05,F,SI2,lab,0
Pear,4790,0.92,E,SI1,natural,0
Round,1170,0.4,H,VS2,natural,1
Round,3460,0.9,H,SI1,natural,0
Round,1450,0.53,I,VVS2,natural,0
Round,980,0.62,E,VVS2,lab,0
Round,810,0.26,E,IF,natural,0
Round,5080,1.1,G,SI2,natural,0
Round,2190,0.52,E,VS2,natural,0
Round,1110,0.3,D,VVS1,natural,0
Oval,1420,0.8,D,VS2,lab,0
Round,1860,0.5,E,VS2,natural,1
Cushion,2470,0.9,J,VVS1,natural,0
Emerald,3600,2.0,J,VS2,lab,0
Emerald,2000,1.08,G,VS2,lab,0
Pear,2250,0.7,H,VS2,natural,1
Round,2840,1.8,J,VS2,lab,0
Round,7680,1.4,D,SI2,natural,0
Round,2890,1.51,H,SI1,lab,1
Round,6540,0.9,F,IF,natural,0
Emerald,1100,0.41,D,VS2,natural,0
Round,9980,2.55,G,VS1,lab,0
Round,3150,0.57,D,IF,natural,0
Round,3080,0.7,G,VS2,natural,0
Cushion,6340,1.01,D,VVS2,natural,0
Round,7350,2.12,G,VS1,lab,0
Princess,1110,0.5,E,SI1,natural,0
Cushion,4000,1.54,H,VS2,lab,1
Pear,890,0.75,I,VS2,lab,0
Round,4030,0.7,D,VVS1,natural,0
Round,5680,1.1,F,SI2,natural,0
Round,12990,1.57,G,VS2,natural,0
Round,1060,0.5,E,SI2,natural,1
Round,3070,1.04,D,VVS2,lab,1
Round,1030,0.31,E,IF,natural,0
Round,540,0.46,F,VVS2,lab,0
Round,8830,1.26,F,VS2,natural,0
Round,1080,0.35,D,VS2,natural,0
Princess,4880,1.69,G,VVS2,lab,0
Round,1260,0.4,E,VS1,natural,0
Round,670,0.25,E,VVS2,natural,0
Princess,15560,3.06,H,VS1,lab,0
Round,3600,1.52,H,VS2,lab,0
Round,2680,0.74,F,SI1,natural,0
Round,1570,1.0,I,VS1,lab,0
Round,930,0.32,E,VVS1,natural,0
Round,1430,0.42,G,VS2,natural,0
Round,2230,1.23,F,SI1,lab,0
Round,950,0.3,F,VS2,natural,0
Round,3610,0.8,F,SI1,natural,0
Round,1850,1.03,I,SI1,lab,0
Emerald,2410,0.75,G,VS2,natural,0
Round,2940,1.24,G,VVS2,lab,0
Round,3210,0.7,F,SI1,natural,0
Oval,2650,0.8,G,SI1,natural,1
Round,2620,0.6,G,VVS2,natural,0
Round,610,0.3,E,SI2,natural,0
Round,2070,1.28,I,VS1,lab,0
Round,1100,0.32,D,VVS2,natural,0
Oval,770,0.32,D,SI1,natural,1
Round,1870,1.02,H,VS1,lab,0
Round,5080,1.01,I,VS1,natural,1
Round,1750,1.11,I,VS1,lab,0
Emerald,1820,0.55,E,VVS1,natural,0
Heart,1960,0.8,G,SI2,natural,0
Round,6430,1.0,E,SI1,natural,0
Princess,3820,1.0,I,VS2,natural,0
Round,1850,1.0,I,VS1,lab,1
Round,930,0.34,G,VVS1,natural,0
Round,390,0.33,D,VS1,lab,0
Round,1280,0.4,G,VVS1,natural,0
Cushion,5270,1.5,I,SI2,natural,0
Oval,1050,0.46,G,SI1,natural,0
Round,1130,0.33,H,VVS1,natural,0
Round,6540,1.0,F,VS1,natural,1
Emerald,680,0.61,G,VS1,lab,1
Round,2180,0.59,D,SI1,natural,0
Round,3800,1.56,H,VS1,lab,0
Round,4230,1.06,D,VVS1,lab,0
Round,4730,1.0,F,SI2,natural,0
Oval,1110,0.74,G,VS1,lab,0
Emerald,2710,1.0,J,SI1,natural,1
Round,12740,1.09,D,IF,natural,0
Oval,550,0.57,I,VS1,lab,0
Oval,910,0.4,F,SI2,natural,0
Round,1260,0.34,D,VVS1,natural,0
Oval,1160,0.46,E,VS1,natural,0
Round,5460,2.63,J,VS2,lab,0
Round,2260,1.21,H,VS1,lab,0
Round,360,0.32,E,VS2,lab,0
Round,710,0.3,H,VVS2,natural,0
Round,1940,0.5,H,VS1,natural,0
Princess,1680,0.9,G,VS2,lab,0
Pear,310,0.3,E,VS1,lab,0
Round,1200,0.67,D,VVS2,lab,0
Oval,300,0.31,G,VS2,lab,1
Round,2660,1.53,J,VVS2,lab,0
Round,2350,0.5,E,VS1,natural,0
Emerald,3340,1.01,F,SI2,natural,0
Emerald,650,0.51,G,SI2,natural,0
Round,5160,1.51,D,VS1,lab,0
Round,1760,1.11,I,VS1,lab,0
Round,1230,0.32,E,IF,natural,0
Round,1950,0.5,D,VS1,natural,0
Oval,620,0.53,G,VVS2,lab,0
Marquise,580,0.51,H,VVS2,lab,0
Pear,7270,2.01,G,VS2,lab,0
Round,1730,0.51,E,SI1,natural,0
Round,960,0.38,D,SI1,natural,1
Round,9360,1.79,G,SI2,natural,0
Round,1820,0.5,D,VS1,natural,1
Round,880,0.4,I,SI1,natural,1
Emerald,1910,1.0,F,VS2,lab,1
Round,6500,1.0,G,VS1,natural,0
Round,1430,0.45,F,VVS2,natural,1
Round,3170,0.7,G,VVS1,natural,0
Oval,7600,1.29,F,SI1,natural,0
Round,950,0.3,G,IF,natural,0
Cushion,7490,1.5,F,SI2,natural,0
Round,2500,0.7,H,VS2,natural,1
Round,6300,2.09,G,VS2,lab,0
Round,3430,0.7,H,VS1,natural,0
Round,1070,0.46,E,SI2,natural,0
Radiant,1720,1.01,E,SI1,lab,0
Round,2990,0.7,G,VS2,natural,0
Round,1060,0.4,D,VS1,natural,1
Princess,550,0.31,E,VS2,natural,0
Oval,5410,2.29,I,VS2,lab,0
Round,2440,1.01,E,VS1,lab,0
Round,2330,0.52,G,VS1,natural,0
Round,1950,1.01,G,VS2,lab,0
Round,670,0.31,G,SI1,natural,0
Pear,420,0.41,F,VS1,lab,1
Round,2340,0.5,D,VVS2,natural,0
Oval,4760,1.62,F,VS1,lab,1
Round,2330,1.5,J,VS2,lab,1
Round,1960,1.19,I,VVS2,lab,0
Round,2830,0.76,G,SI1,natural,0
Cushion,3170,1.07,E,VVS1,lab,1
Round,1590,1.02,I,SI2,lab,0
Round,53540,4.01,H,VS2,natural,1
Round,1070,0.31,F,VVS1,natural,0
Round,1050,0.35,H,VS1,natural,0
Pear,4180,1.5,F,VS2,lab,0
Round,3590,0.7,G,VS2,natural,0
Cushion,2750,1.0,H,SI2,natural,1
Round,1850,1.14,I,VVS2,lab,0
Pear,320,0.31,E,VS2,lab,1
Oval,1330,0.75,D,VS2,lab,1
Emerald,1080,0.51,H,VS1,natural,0
Round,5080,1.0,I,VS2,natural,0
Round,940,0.3,E,VS1,natural,0
Round,16000,1.95,I,VVS1,natural,0
Pear,1250,0.74,E,VVS2,lab,0
Round,2930,1.59,J,VVS2,lab,0
Round,680,0.3,H,VVS2,natural,0
Round,960,0.32,E,VVS2,natural,0
Emerald,1420,0.65,G,SI2,natural,0
Pear,560,0.51,H,VVS2,lab,0
Oval,3150,1.65,I,SI1,lab,0
Round,3690,0.8,E,VS1,natural,0
Oval,5550,1.8,E,VS2,lab,0
Round,830,0.3,E,VVS1,natural,1
Emerald,1410,0.48,D,VVS1,natural,1
Emerald,2400,0.7,F,VS1,natural,1
Round,2100,0.61,G,SI1,natural,0
Oval,22180,2.01,G,SI1,natural,1
Round,50940,2.51,D,VVS2,natural,0
Oval,780,0.7,H,SI1,lab,0
Oval,6250,1.0,G,VVS2,natural,0
Cushion,1110,0.52,E,SI2,natural,0
Cushion,8380,1.52,H,SI1,natural,1
Round,4780,1.0,D,SI1,natural,1
Oval,670,0.52,E,VS1,lab,0
Oval,9420,1.29,D,VS2,natural,0
Round,910,0.3,E,VS1,natural,0
Princess,15570,3.03,F,VS1,lab,0
Round,440,0.41,J,VVS2,lab,0
Round,11180,1.54,H,VS1,natural,0
Round,950,0.34,F,VS2,natural,0
Round,1030,0.42,F,SI1,natural,0
Oval,1050,0.4,D,VS1,natural,1
Round,630,0.25,H,VVS1,natural,0
Emerald,1070,0.9,H,SI2,lab,0
Round,4080,1.57,G,VS1,lab,0
Round,860,0.31,F,VVS2,natural,0
Round,1530,1.12,I,SI1,lab,0
Round,27510,2.62,I,VVS1,natural,0
Oval,3000,1.22,D,VS1,lab,0
Round,860,0.3,D,SI1,natural,0
Emerald,16820,3.05,E,VS1,lab,1
Round,540,0.32,J,SI2,natural,0
Round,1040,0.32,D,VVS1,natural,0
Pear,1390,0.5,G,VS1,natural,0
Round,6060,3.02,J,SI2,lab,0
Round,1040,0.34,D,VVS2,natural,0
Round,2070,1.31,J,VS1,lab,0
Round,1140,0.4,D,VVS2,natural,0
Oval,15670,1.8,E,SI1,natural,0
Round,1030,0.4,E,SI1,natural,0
Emerald,4970,1.5,H,SI2,natural,1
Pear,550,0.55,G,SI1,lab,0
Cushion,8950,1.5,H,VVS1,natural,0
Round,3740,0.7,D,VS2,natural,0
Round,4050,1.64,G,SI1,lab,0
Round,3060,1.54,I,VVS2,lab,0
Round,340,0.3,D,SI1,lab,0
Pear,330,0.32,D,VS2,lab,1
Round,7300,1.0,H,VS2,natural,0
Round,8320,1.01,G,VS1,natural,0
Round,1050,0.3,F,VVS1,natural,0
Oval,6710,2.04,F,VS2,lab,0
Oval,4470,0.96,G,VS2,natural,0
Round,1120,0.94,J,SI1,lab,0
Round,4430,1.01,J,SI1,natural,0
Pear,1840,0.59,E,VS2,natural,0
Oval,1320,0.91,H,SI1,lab,0
Oval,620,0.51,E,VS2,lab,1
Pear,570,0.5,G,VS1,lab,0
Princess,1060,0.48,I,VVS2,natural,0
Round,2890,1.09,D,VS1,lab,0
Round,1020,0.4,F,SI1,natural,0
Round,350,0.31,D,SI1,lab,0
Round,520,0.5,I,SI1,lab,0
Round,2210,0.8,E,SI2,natural,1
Oval,760,0.51,D,VS1,lab,0
